R0	1.0e-04	1.0e-03	1.0e-02	1.0e-01	1.0e+00	1.0e+01	1.0e+02	1.0e+03	1.0e+04
0.550000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.560000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.570000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.580000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.590000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.610000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.620000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.630000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.640000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.650000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.660000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.670000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.680000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.690000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.710000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.720000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.730000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.740000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.760000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.770000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.780000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.790000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.810000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.820000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.830000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.840000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.860000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.870000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.880000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.890000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.910000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.920000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.930000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.940000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.950000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.960000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.970000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.980000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.990000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1.010000	0.009900	0.009891	0.009804	0.009009	0.004975	0.000908	0.000099	0.000010	0.000001	
1.020000	0.019606	0.019589	0.019417	0.017857	0.009901	0.001815	0.000198	0.000020	0.000002	
1.030000	0.029123	0.029098	0.028846	0.026549	0.014778	0.002720	0.000297	0.000030	0.000003	
1.040000	0.038458	0.038425	0.038095	0.035088	0.019608	0.003623	0.000396	0.000040	0.000004	
1.050000	0.047615	0.047574	0.047170	0.043478	0.024390	0.004525	0.000495	0.000050	0.000005	
1.060000	0.056598	0.056550	0.056075	0.051724	0.029126	0.005425	0.000594	0.000060	0.000006	
1.070000	0.065414	0.065359	0.064815	0.059829	0.033816	0.006323	0.000693	0.000070	0.000007	
1.080000	0.074067	0.074006	0.073394	0.067797	0.038462	0.007220	0.000791	0.000080	0.000008	
1.090000	0.082561	0.082493	0.081818	0.075630	0.043062	0.008115	0.000890	0.000090	0.000009	
1.100000	0.090901	0.090827	0.090090	0.083333	0.047619	0.009009	0.000989	0.000100	0.000010	
1.110000	0.099090	0.099010	0.098214	0.090909	0.052133	0.009901	0.001088	0.000110	0.000011	
1.120000	0.107133	0.107047	0.106195	0.098361	0.056604	0.010791	0.001187	0.000120	0.000012	
1.130000	0.115034	0.114943	0.114035	0.105691	0.061033	0.011680	0.001285	0.000130	0.000013	
1.140000	0.122796	0.122699	0.121739	0.112903	0.065421	0.012567	0.001384	0.000140	0.000014	
1.150000	0.130423	0.130321	0.129310	0.120000	0.069767	0.013453	0.001483	0.000150	0.000015	
1.160000	0.137919	0.137812	0.136752	0.126984	0.074074	0.014337	0.001582	0.000160	0.000016	
1.170000	0.145287	0.145175	0.144068	0.133858	0.078341	0.015219	0.001680	0.000170	0.000017	
1.180000	0.152529	0.152413	0.151261	0.140625	0.082569	0.016100	0.001779	0.000180	0.000018	
1.190000	0.159650	0.159530	0.158333	0.147287	0.086758	0.016979	0.001878	0.000190	0.000019	
1.200000	0.166653	0.166528	0.165289	0.153846	0.090909	0.017857	0.001976	0.000200	0.000020	
1.210000	0.173539	0.173410	0.172131	0.160305	0.095023	0.018733	0.002075	0.000210	0.000021	
1.220000	0.180313	0.180180	0.178862	0.166667	0.099099	0.019608	0.002173	0.000220	0.000022	
1.230000	0.186977	0.186840	0.185484	0.172932	0.103139	0.020481	0.002272	0.000230	0.000023	
1.240000	0.193533	0.193392	0.192000	0.179104	0.107143	0.021352	0.002371	0.000240	0.000024	
1.250000	0.199984	0.199840	0.198413	0.185185	0.111111	0.022222	0.002469	0.000250	0.000025	
1.260000	0.206333	0.206186	0.204724	0.191176	0.115044	0.023091	0.002568	0.000260	0.000026	
1.270000	0.212582	0.212431	0.210938	0.197080	0.118943	0.023957	0.002666	0.000270	0.000027	
1.280000	0.218733	0.218579	0.217054	0.202899	0.122807	0.024823	0.002765	0.000280	0.000028	
1.290000	0.224789	0.224632	0.223077	0.208633	0.126638	0.025686	0.002863	0.000290	0.000029	
1.300000	0.230751	0.230592	0.229008	0.214286	0.130435	0.026549	0.002962	0.000300	0.000030	
1.310000	0.236623	0.236461	0.234848	0.219858	0.134199	0.027409	0.003060	0.000310	0.000031	
1.320000	0.242406	0.242241	0.240602	0.225352	0.137931	0.028269	0.003158	0.000320	0.000032	
1.330000	0.248102	0.247934	0.246269	0.230769	0.141631	0.029126	0.003257	0.000330	0.000033	
1.340000	0.253712	0.253542	0.251852	0.236111	0.145299	0.029982	0.003355	0.000340	0.000034	
1.350000	0.259240	0.259067	0.257353	0.241379	0.148936	0.030837	0.003453	0.000350	0.000035	
1.360000	0.264686	0.264511	0.262774	0.246575	0.152542	0.031690	0.003552	0.000360	0.000036	
1.370000	0.270053	0.269876	0.268116	0.251701	0.156118	0.032542	0.003650	0.000369	0.000037	
1.380000	0.275342	0.275163	0.273381	0.256757	0.159664	0.033392	0.003748	0.000379	0.000038	
1.390000	0.280555	0.280374	0.278571	0.261745	0.163180	0.034241	0.003847	0.000389	0.000039	
1.400000	0.285694	0.285510	0.283688	0.266667	0.166667	0.035088	0.003945	0.000399	0.000040	
1.410000	0.290760	0.290574	0.288732	0.271523	0.170124	0.035933	0.004043	0.000409	0.000041	
1.420000	0.295754	0.295567	0.293706	0.276316	0.173554	0.036778	0.004141	0.000419	0.000042	
1.430000	0.300678	0.300489	0.298611	0.281046	0.176955	0.037620	0.004239	0.000429	0.000043	
1.440000	0.305534	0.305344	0.303448	0.285714	0.180328	0.038462	0.004338	0.000439	0.000044	
1.450000	0.310323	0.310131	0.308219	0.290323	0.183673	0.039301	0.004436	0.000449	0.000045	
1.460000	0.315047	0.314853	0.312925	0.294872	0.186992	0.040140	0.004534	0.000459	0.000046	
1.470000	0.319706	0.319511	0.317568	0.299363	0.190283	0.040976	0.004632	0.000469	0.000047	
1.480000	0.324302	0.324105	0.322148	0.303797	0.193548	0.041812	0.004730	0.000479	0.000048	
1.490000	0.328837	0.328638	0.326667	0.308176	0.196787	0.042646	0.004828	0.000489	0.000049	
1.500000	0.333311	0.333111	0.331126	0.312500	0.200000	0.043478	0.004926	0.000499	0.000050	
1.510000	0.337726	0.337525	0.335526	0.316770	0.203187	0.044309	0.005024	0.000509	0.000051	
1.520000	0.342083	0.341880	0.339869	0.320988	0.206349	0.045139	0.005122	0.000519	0.000052	
1.530000	0.346383	0.346179	0.344156	0.325153	0.209486	0.045967	0.005220	0.000529	0.000053	
1.540000	0.350627	0.350422	0.348387	0.329268	0.212598	0.046794	0.005318	0.000539	0.000054	
1.550000	0.354816	0.354610	0.352564	0.333333	0.215686	0.047619	0.005416	0.000549	0.000055	
1.560000	0.358951	0.358744	0.356688	0.337349	0.218750	0.048443	0.005514	0.000559	0.000056	
1.570000	0.363034	0.362826	0.360759	0.341317	0.221790	0.049265	0.005612	0.000569	0.000057	
1.580000	0.367065	0.366856	0.364780	0.345238	0.224806	0.050086	0.005710	0.000579	0.000058	
1.590000	0.371046	0.370836	0.368750	0.349112	0.227799	0.050906	0.005808	0.000589	0.000059	
1.600000	0.374977	0.374766	0.372671	0.352941	0.230769	0.051724	0.005906	0.000599	0.000060	
1.610000	0.378858	0.378647	0.376543	0.356725	0.233716	0.052541	0.006003	0.000609	0.000061	
1.620000	0.382692	0.382480	0.380368	0.360465	0.236641	0.053356	0.006101	0.000619	0.000062	
1.630000	0.386479	0.386266	0.384146	0.364162	0.239544	0.054170	0.006199	0.000629	0.000063	
1.640000	0.390220	0.390006	0.387879	0.367816	0.242424	0.054983	0.006297	0.000639	0.000064	
1.650000	0.393916	0.393701	0.391566	0.371429	0.245283	0.055794	0.006394	0.000649	0.000065	
1.660000	0.397566	0.397351	0.395210	0.375000	0.248120	0.056604	0.006492	0.000659	0.000066	
1.670000	0.401174	0.400958	0.398810	0.378531	0.250936	0.057412	0.006590	0.000669	0.000067	
1.680000	0.404738	0.404521	0.402367	0.382022	0.253731	0.058219	0.006688	0.000679	0.000068	
1.690000	0.408260	0.408043	0.405882	0.385475	0.256506	0.059025	0.006785	0.000689	0.000069	
1.700000	0.411740	0.411523	0.409357	0.388889	0.259259	0.059829	0.006883	0.000699	0.000070	
1.710000	0.415180	0.414962	0.412791	0.392265	0.261993	0.060632	0.006981	0.000709	0.000071	
1.720000	0.418580	0.418361	0.416185	0.395604	0.264706	0.061433	0.007078	0.000719	0.000072	
1.730000	0.421941	0.421722	0.419540	0.398907	0.267399	0.062234	0.007176	0.000729	0.000073	
1.740000	0.425263	0.425043	0.422857	0.402174	0.270073	0.063032	0.007273	0.000739	0.000074	
1.750000	0.428547	0.428327	0.426136	0.405405	0.272727	0.063830	0.007371	0.000749	0.000075	
1.760000	0.431794	0.431573	0.429379	0.408602	0.275362	0.064626	0.007469	0.000759	0.000076	
1.770000	0.435004	0.434783	0.432584	0.411765	0.277978	0.065421	0.007566	0.000769	0.000077	
1.780000	0.438178	0.437956	0.435754	0.414894	0.280576	0.066214	0.007664	0.000779	0.000078	
1.790000	0.441316	0.441094	0.438889	0.417989	0.283154	0.067006	0.007761	0.000789	0.000079	
1.800000	0.444420	0.444198	0.441989	0.421053	0.285714	0.067797	0.007859	0.000799	0.000080	
1.810000	0.447489	0.447267	0.445055	0.424084	0.288256	0.068586	0.007956	0.000809	0.000081	
1.820000	0.450525	0.450302	0.448087	0.427083	0.290780	0.069374	0.008053	0.000819	0.000082	
1.830000	0.453527	0.453304	0.451087	0.430052	0.293286	0.070161	0.008151	0.000828	0.000083	
1.840000	0.456497	0.456274	0.454054	0.432990	0.295775	0.070946	0.008248	0.000838	0.000084	
1.850000	0.459435	0.459211	0.456989	0.435897	0.298246	0.071730	0.008346	0.000848	0.000085	
1.860000	0.462341	0.462117	0.459893	0.438776	0.300699	0.072513	0.008443	0.000858	0.000086	
1.870000	0.465216	0.464992	0.462766	0.441624	0.303136	0.073294	0.008540	0.000868	0.000087	
1.880000	0.468060	0.467836	0.465608	0.444444	0.305556	0.074074	0.008638	0.000878	0.000088	
1.890000	0.470875	0.470650	0.468421	0.447236	0.307958	0.074853	0.008735	0.000888	0.000089	
1.900000	0.473659	0.473435	0.471204	0.450000	0.310345	0.075630	0.008832	0.000898	0.000090	
1.910000	0.476415	0.476190	0.473958	0.452736	0.312715	0.076406	0.008929	0.000908	0.000091	
1.920000	0.479142	0.478917	0.476684	0.455446	0.315068	0.077181	0.009027	0.000918	0.000092	
1.930000	0.481840	0.481616	0.479381	0.458128	0.317406	0.077955	0.009124	0.000928	0.000093	
1.940000	0.484511	0.484286	0.482051	0.460784	0.319728	0.078727	0.009221	0.000938	0.000094	
1.950000	0.487155	0.486930	0.484694	0.463415	0.322034	0.079498	0.009318	0.000948	0.000095	
1.960000	0.489771	0.489546	0.487310	0.466019	0.324324	0.080268	0.009415	0.000958	0.000096	
1.970000	0.492361	0.492136	0.489899	0.468599	0.326599	0.081036	0.009513	0.000968	0.000097	
1.980000	0.494924	0.494700	0.492462	0.471154	0.328859	0.081803	0.009610	0.000978	0.000098	
1.990000	0.497462	0.497238	0.495000	0.473684	0.331104	0.082569	0.009707	0.000988	0.000099	
2.000000	0.499975	0.499750	0.497512	0.476190	0.333333	0.083333	0.009804	0.000998	0.000100	
2.010000	0.502463	0.502238	0.500000	0.478673	0.335548	0.084097	0.009901	0.001008	0.000101	
2.020000	0.504925	0.504701	0.502463	0.481132	0.337748	0.084859	0.009998	0.001018	0.000102	
2.030000	0.507364	0.507139	0.504902	0.483568	0.339934	0.085619	0.010095	0.001028	0.000103	
2.040000	0.509779	0.509554	0.507317	0.485981	0.342105	0.086379	0.010192	0.001038	0.000104	
2.050000	0.512170	0.511945	0.509709	0.488372	0.344262	0.087137	0.010289	0.001048	0.000105	
2.060000	0.514538	0.514313	0.512077	0.490741	0.346405	0.087894	0.010386	0.001058	0.000106	
2.070000	0.516883	0.516659	0.514423	0.493088	0.348534	0.088650	0.010483	0.001068	0.000107	
2.080000	0.519206	0.518981	0.516746	0.495413	0.350649	0.089404	0.010580	0.001078	0.000108	
2.090000	0.521506	0.521282	0.519048	0.497717	0.352751	0.090157	0.010677	0.001088	0.000109	
2.100000	0.523785	0.523560	0.521327	0.500000	0.354839	0.090909	0.010774	0.001098	0.000110	
2.110000	0.526041	0.525817	0.523585	0.502262	0.356913	0.091660	0.010871	0.001108	0.000111	
2.120000	0.528277	0.528053	0.525822	0.504505	0.358974	0.092409	0.010967	0.001118	0.000112	
2.130000	0.530492	0.530267	0.528037	0.506726	0.361022	0.093157	0.011064	0.001128	0.000113	
2.140000	0.532685	0.532461	0.530233	0.508929	0.363057	0.093904	0.011161	0.001138	0.000114	
2.150000	0.534859	0.534635	0.532407	0.511111	0.365079	0.094650	0.011258	0.001148	0.000115	
2.160000	0.537012	0.536789	0.534562	0.513274	0.367089	0.095395	0.011355	0.001157	0.000116	
2.170000	0.539146	0.538922	0.536697	0.515419	0.369085	0.096138	0.011452	0.001167	0.000117	
2.180000	0.541260	0.541036	0.538813	0.517544	0.371069	0.096880	0.011548	0.001177	0.000118	
2.190000	0.543354	0.543131	0.540909	0.519651	0.373041	0.097621	0.011645	0.001187	0.000119	
2.200000	0.545430	0.545207	0.542986	0.521739	0.375000	0.098361	0.011742	0.001197	0.000120	
2.210000	0.547487	0.547264	0.545045	0.523810	0.376947	0.099099	0.011838	0.001207	0.000121	
2.220000	0.549525	0.549302	0.547085	0.525862	0.378882	0.099836	0.011935	0.001217	0.000122	
2.230000	0.551545	0.551322	0.549107	0.527897	0.380805	0.100572	0.012032	0.001227	0.000123	
2.240000	0.553547	0.553324	0.551111	0.529915	0.382716	0.101307	0.012128	0.001237	0.000124	
2.250000	0.555531	0.555309	0.553097	0.531915	0.384615	0.102041	0.012225	0.001247	0.000125	
2.260000	0.557497	0.557276	0.555066	0.533898	0.386503	0.102773	0.012322	0.001257	0.000126	
2.270000	0.559447	0.559225	0.557018	0.535865	0.388379	0.103504	0.012418	0.001267	0.000127	
2.280000	0.561379	0.561157	0.558952	0.537815	0.390244	0.104235	0.012515	0.001277	0.000128	
2.290000	0.563294	0.563073	0.560870	0.539749	0.392097	0.104963	0.012611	0.001287	0.000129	
2.300000	0.565193	0.564972	0.562771	0.541667	0.393939	0.105691	0.012708	0.001297	0.000130	
2.310000	0.567075	0.566854	0.564655	0.543568	0.395770	0.106418	0.012804	0.001307	0.000131	
2.320000	0.568941	0.568720	0.566524	0.545455	0.397590	0.107143	0.012901	0.001317	0.000132	
2.330000	0.570791	0.570571	0.568376	0.547325	0.399399	0.107867	0.012997	0.001327	0.000133	
2.340000	0.572625	0.572405	0.570213	0.549180	0.401198	0.108590	0.013094	0.001337	0.000134	
2.350000	0.574444	0.574224	0.572034	0.551020	0.402985	0.109312	0.013190	0.001347	0.000135	
2.360000	0.576247	0.576027	0.573840	0.552846	0.404762	0.110032	0.013286	0.001357	0.000136	
2.370000	0.578035	0.577815	0.575630	0.554656	0.406528	0.110752	0.013383	0.001367	0.000137	
2.380000	0.579808	0.579588	0.577406	0.556452	0.408284	0.111470	0.013479	0.001377	0.000138	
2.390000	0.581566	0.581347	0.579167	0.558233	0.410029	0.112187	0.013576	0.001387	0.000139	
2.400000	0.583309	0.583090	0.580913	0.560000	0.411765	0.112903	0.013672	0.001397	0.000140	
2.410000	0.585038	0.584820	0.582645	0.561753	0.413490	0.113618	0.013768	0.001407	0.000141	
2.420000	0.586753	0.586534	0.584362	0.563492	0.415205	0.114332	0.013864	0.001417	0.000142	
2.430000	0.588453	0.588235	0.586066	0.565217	0.416910	0.115044	0.013961	0.001427	0.000143	
2.440000	0.590140	0.589922	0.587755	0.566929	0.418605	0.115756	0.014057	0.001436	0.000144	
2.450000	0.591813	0.591595	0.589431	0.568627	0.420290	0.116466	0.014153	0.001446	0.000145	
2.460000	0.593472	0.593255	0.591093	0.570312	0.421965	0.117175	0.014249	0.001456	0.000146	
2.470000	0.595118	0.594901	0.592742	0.571984	0.423631	0.117883	0.014346	0.001466	0.000147	
2.480000	0.596750	0.596534	0.594378	0.573643	0.425287	0.118590	0.014442	0.001476	0.000148	
2.490000	0.598370	0.598153	0.596000	0.575290	0.426934	0.119295	0.014538	0.001486	0.000149	
2.500000	0.599976	0.599760	0.597610	0.576923	0.428571	0.120000	0.014634	0.001496	0.000150	
2.510000	0.601570	0.601354	0.599206	0.578544	0.430199	0.120703	0.014730	0.001506	0.000151	
2.520000	0.603151	0.602935	0.600791	0.580153	0.431818	0.121406	0.014826	0.001516	0.000152	
2.530000	0.604719	0.604504	0.602362	0.581749	0.433428	0.122107	0.014922	0.001526	0.000153	
2.540000	0.606275	0.606061	0.603922	0.583333	0.435028	0.122807	0.015019	0.001536	0.000154	
2.550000	0.607819	0.607605	0.605469	0.584906	0.436620	0.123506	0.015115	0.001546	0.000155	
2.560000	0.609351	0.609137	0.607004	0.586466	0.438202	0.124204	0.015211	0.001556	0.000156	
2.570000	0.610871	0.610657	0.608527	0.588015	0.439776	0.124901	0.015307	0.001566	0.000157	
2.580000	0.612379	0.612166	0.610039	0.589552	0.441341	0.125596	0.015403	0.001576	0.000158	
2.590000	0.613876	0.613663	0.611538	0.591078	0.442897	0.126291	0.015499	0.001586	0.000159	
2.600000	0.615361	0.615148	0.613027	0.592593	0.444444	0.126984	0.015595	0.001596	0.000160	
2.610000	0.616835	0.616622	0.614504	0.594096	0.445983	0.127676	0.015690	0.001606	0.000161	
2.620000	0.618297	0.618085	0.615970	0.595588	0.447514	0.128368	0.015786	0.001616	0.000162	
2.630000	0.619748	0.619536	0.617424	0.597070	0.449036	0.129058	0.015882	0.001626	0.000163	
2.640000	0.621189	0.620977	0.618868	0.598540	0.450549	0.129747	0.015978	0.001636	0.000164	
2.650000	0.622618	0.622407	0.620301	0.600000	0.452055	0.130435	0.016074	0.001646	0.000165	
2.660000	0.624037	0.623826	0.621723	0.601449	0.453552	0.131122	0.016170	0.001656	0.000166	
2.670000	0.625445	0.625234	0.623134	0.602888	0.455041	0.131807	0.016266	0.001666	0.000167	
2.680000	0.626842	0.626632	0.624535	0.604317	0.456522	0.132492	0.016362	0.001676	0.000168	
2.690000	0.628229	0.628019	0.625926	0.605735	0.457995	0.133176	0.016457	0.001685	0.000169	
2.700000	0.629606	0.629397	0.627306	0.607143	0.459459	0.133858	0.016553	0.001695	0.000170	
