tiempo	I(t)
1.080000	0.012364
1.090000	0.012388
1.100000	0.012413
1.110000	0.012437
1.120000	0.012461
1.130000	0.012486
1.140000	0.012510
1.150000	0.012535
1.160000	0.012559
1.170000	0.012584
1.180000	0.012609
1.190000	0.012633
1.200000	0.012658
1.210000	0.012683
1.220000	0.012708
1.230000	0.012733
1.240000	0.012758
1.250000	0.012783
1.260000	0.012808
1.270000	0.012833
1.280000	0.012858
1.290000	0.012883
1.300000	0.012908
1.310000	0.012934
1.320000	0.012959
1.330000	0.012984
1.340000	0.013010
1.350000	0.013035
1.360000	0.013061
1.370000	0.013086
1.380000	0.013112
1.390000	0.013138
1.400000	0.013163
1.410000	0.013189
1.420000	0.013215
1.430000	0.013241
1.440000	0.013267
1.450000	0.013293
1.460000	0.013319
1.470000	0.013345
1.480000	0.013371
1.490000	0.013397
1.500000	0.013423
1.510000	0.013449
1.520000	0.013476
1.530000	0.013502
1.540000	0.013529
1.550000	0.013555
1.560000	0.013581
1.570000	0.013608
1.580000	0.013635
1.590000	0.013661
1.600000	0.013688
1.610000	0.013715
1.620000	0.013742
1.630000	0.013768
1.640000	0.013795
1.650000	0.013822
1.660000	0.013849
1.670000	0.013876
1.680000	0.013904
1.690000	0.013931
1.700000	0.013958
1.710000	0.013985
1.720000	0.014013
1.730000	0.014040
1.740000	0.014067
1.750000	0.014095
1.760000	0.014122
1.770000	0.014150
1.780000	0.014178
1.790000	0.014205
1.800000	0.014233
1.810000	0.014261
1.820000	0.014289
1.830000	0.014317
1.840000	0.014345
1.850000	0.014373
1.860000	0.014401
1.870000	0.014429
1.880000	0.014457
1.890000	0.014485
1.900000	0.014513
1.910000	0.014542
1.920000	0.014570
1.930000	0.014598
1.940000	0.014627
1.950000	0.014655
1.960000	0.014684
1.970000	0.014713
1.980000	0.014741
1.990000	0.014770
2.000000	0.014799
2.010000	0.014828
2.020000	0.014857
2.030000	0.014886
2.040000	0.014915
2.050000	0.014944
2.060000	0.014973
2.070000	0.015002
2.080000	0.015031
2.090000	0.015061
2.100000	0.015090
2.110000	0.015119
2.120000	0.015149
2.130000	0.015178
2.140000	0.015208
2.150000	0.015238
2.160000	0.015267
2.170000	0.015297
2.180000	0.015327
2.190000	0.015357
2.200000	0.015387
2.210000	0.015417
2.220000	0.015447
2.230000	0.015477
2.240000	0.015507
2.250000	0.015537
2.260000	0.015567
2.270000	0.015598
2.280000	0.015628
2.290000	0.015658
2.300000	0.015689
2.310000	0.015719
2.320000	0.015750
2.330000	0.015781
2.340000	0.015811
2.350000	0.015842
2.360000	0.015873
2.370000	0.015904
2.380000	0.015935
2.390000	0.015966
2.400000	0.015997
2.410000	0.016028
2.420000	0.016059
2.430000	0.016090
2.440000	0.016122
2.450000	0.016153
2.460000	0.016184
2.470000	0.016216
2.480000	0.016247
2.490000	0.016279
2.500000	0.016311
2.510000	0.016342
2.520000	0.016374
2.530000	0.016406
2.540000	0.016438
2.550000	0.016470
2.560000	0.016502
2.570000	0.016534
2.580000	0.016566
2.590000	0.016598
2.600000	0.016630
2.610000	0.016662
2.620000	0.016695
2.630000	0.016727
2.640000	0.016760
2.650000	0.016792
2.660000	0.016825
2.670000	0.016858
2.680000	0.016890
2.690000	0.016923
2.700000	0.016956
2.710000	0.016989
2.720000	0.017022
2.730000	0.017055
2.740000	0.017088
2.750000	0.017121
2.760000	0.017154
2.770000	0.017187
2.780000	0.017221
2.790000	0.017254
2.800000	0.017288
2.810000	0.017321
2.820000	0.017355
2.830000	0.017388
2.840000	0.017422
2.850000	0.017456
2.860000	0.017490
2.870000	0.017524
2.880000	0.017558
2.890000	0.017592
2.900000	0.017626
2.910000	0.017660
2.920000	0.017694
2.930000	0.017728
2.940000	0.017763
2.950000	0.017797
2.960000	0.017832
2.970000	0.017866
2.980000	0.017901
2.990000	0.017935
3.000000	0.017970
3.010000	0.018005
3.020000	0.018040
3.030000	0.018075
3.040000	0.018110
3.050000	0.018145
3.060000	0.018180
3.070000	0.018215
3.080000	0.018250
3.090000	0.018286
3.100000	0.018321
3.110000	0.018356
3.120000	0.018392
3.130000	0.018427
3.140000	0.018463
3.150000	0.018499
3.160000	0.018535
3.170000	0.018570
3.180000	0.018606
3.190000	0.018642
3.200000	0.018678
3.210000	0.018714
3.220000	0.018751
3.230000	0.018787
3.240000	0.018823
3.250000	0.018859
3.260000	0.018896
3.270000	0.018932
3.280000	0.018969
3.290000	0.019006
3.300000	0.019042
3.310000	0.019079
3.320000	0.019116
3.330000	0.019153
3.340000	0.019190
3.350000	0.019227
3.360000	0.019264
3.370000	0.019301
3.380000	0.019338
3.390000	0.019376
3.400000	0.019413
3.410000	0.019451
3.420000	0.019488
3.430000	0.019526
3.440000	0.019563
3.450000	0.019601
3.460000	0.019639
3.470000	0.019677
3.480000	0.019715
3.490000	0.019753
3.500000	0.019791
3.510000	0.019829
3.520000	0.019867
3.530000	0.019905
3.540000	0.019944
3.550000	0.019982
3.560000	0.020021
3.570000	0.020059
3.580000	0.020098
3.590000	0.020137
3.600000	0.020175
3.610000	0.020214
3.620000	0.020253
3.630000	0.020292
3.640000	0.020331
3.650000	0.020370
3.660000	0.020410
3.670000	0.020449
3.680000	0.020488
3.690000	0.020528
3.700000	0.020567
3.710000	0.020607
3.720000	0.020647
3.730000	0.020686
3.740000	0.020726
3.750000	0.020766
3.760000	0.020806
3.770000	0.020846
3.780000	0.020886
3.790000	0.020926
3.800000	0.020966
3.810000	0.021007
3.820000	0.021047
3.830000	0.021087
3.840000	0.021128
3.850000	0.021169
3.860000	0.021209
3.870000	0.021250
3.880000	0.021291
3.890000	0.021332
3.900000	0.021373
3.910000	0.021414
3.920000	0.021455
3.930000	0.021496
3.940000	0.021537
3.950000	0.021579
3.960000	0.021620
3.970000	0.021662
3.980000	0.021703
3.990000	0.021745
4.000000	0.021787
4.010000	0.021828
4.020000	0.021870
4.030000	0.021912
4.040000	0.021954
4.050000	0.021996
4.060000	0.022039
4.070000	0.022081
4.080000	0.022123
4.090000	0.022166
4.100000	0.022208
4.110000	0.022251
4.120000	0.022293
4.130000	0.022336
4.140000	0.022379
4.150000	0.022422
4.160000	0.022465
4.170000	0.022508
4.180000	0.022551
4.190000	0.022594
4.200000	0.022637
4.210000	0.022681
4.220000	0.022724
4.230000	0.022768
4.240000	0.022811
4.250000	0.022855
4.260000	0.022899
4.270000	0.022942
4.280000	0.022986
4.290000	0.023030
4.300000	0.023074
4.310000	0.023118
4.320000	0.023163
4.330000	0.023207
4.340000	0.023251
4.350000	0.023296
4.360000	0.023340
4.370000	0.023385
4.380000	0.023430
4.390000	0.023475
4.400000	0.023519
4.410000	0.023564
4.420000	0.023609
4.430000	0.023654
4.440000	0.023700
4.450000	0.023745
4.460000	0.023790
4.470000	0.023836
4.480000	0.023881
4.490000	0.023927
4.500000	0.023973
4.510000	0.024018
4.520000	0.024064
4.530000	0.024110
4.540000	0.024156
4.550000	0.024202
4.560000	0.024248
4.570000	0.024295
4.580000	0.024341
4.590000	0.024387
4.600000	0.024434
4.610000	0.024480
4.620000	0.024527
4.630000	0.024574
4.640000	0.024621
4.650000	0.024668
4.660000	0.024715
4.670000	0.024762
4.680000	0.024809
4.690000	0.024856
4.700000	0.024904
4.710000	0.024951
4.720000	0.024999
4.730000	0.025046
4.740000	0.025094
4.750000	0.025142
4.760000	0.025189
4.770000	0.025237
4.780000	0.025285
4.790000	0.025334
4.800000	0.025382
4.810000	0.025430
4.820000	0.025478
4.830000	0.025527
4.840000	0.025575
4.850000	0.025624
4.860000	0.025673
4.870000	0.025722
4.880000	0.025771
4.890000	0.025820
4.900000	0.025869
4.910000	0.025918
4.920000	0.025967
4.930000	0.026016
4.940000	0.026066
4.950000	0.026115
4.960000	0.026165
4.970000	0.026215
4.980000	0.026264
4.990000	0.026314
5.000000	0.026364
5.010000	0.026414
5.020000	0.026464
5.030000	0.026515
5.040000	0.026565
5.050000	0.026615
5.060000	0.026666
5.070000	0.026716
5.080000	0.026767
5.090000	0.026818
5.100000	0.026869
5.110000	0.026920
5.120000	0.026971
5.130000	0.027022
5.140000	0.027073
5.150000	0.027124
5.160000	0.027176
5.170000	0.027227
5.180000	0.027279
5.190000	0.027330
5.200000	0.027382
5.210000	0.027434
5.220000	0.027486
5.230000	0.027538
5.240000	0.027590
5.250000	0.027642
5.260000	0.027695
5.270000	0.027747
5.280000	0.027800
5.290000	0.027852
5.300000	0.027905
5.310000	0.027958
5.320000	0.028011
5.330000	0.028063
5.340000	0.028117
5.350000	0.028170
5.360000	0.028223
5.370000	0.028276
5.380000	0.028330
5.390000	0.028383
5.400000	0.028437
5.410000	0.028491
5.420000	0.028544
5.430000	0.028598
5.440000	0.028652
5.450000	0.028706
5.460000	0.028761
5.470000	0.028815
5.480000	0.028869
5.490000	0.028924
5.500000	0.028978
5.510000	0.029033
5.520000	0.029088
5.530000	0.029143
5.540000	0.029197
5.550000	0.029253
5.560000	0.029308
5.570000	0.029363
5.580000	0.029418
5.590000	0.029474
5.600000	0.029529
5.610000	0.029585
5.620000	0.029641
5.630000	0.029696
5.640000	0.029752
5.650000	0.029808
5.660000	0.029865
5.670000	0.029921
5.680000	0.029977
5.690000	0.030033
5.700000	0.030090
5.710000	0.030147
5.720000	0.030203
5.730000	0.030260
5.740000	0.030317
5.750000	0.030374
5.760000	0.030431
5.770000	0.030488
5.780000	0.030546
5.790000	0.030603
5.800000	0.030661
5.810000	0.030718
5.820000	0.030776
5.830000	0.030834
5.840000	0.030892
5.850000	0.030950
5.860000	0.031008
5.870000	0.031066
5.880000	0.031124
5.890000	0.031183
5.900000	0.031241
5.910000	0.031300
5.920000	0.031359
5.930000	0.031417
5.940000	0.031476
5.950000	0.031535
5.960000	0.031594
5.970000	0.031654
5.980000	0.031713
5.990000	0.031772
6.000000	0.031832
6.010000	0.031892
6.020000	0.031951
6.030000	0.032011
6.040000	0.032071
6.050000	0.032131
6.060000	0.032191
6.070000	0.032252
6.080000	0.032312
6.090000	0.032372
6.100000	0.032433
6.110000	0.032494
6.120000	0.032554
6.130000	0.032615
6.140000	0.032676
6.150000	0.032737
6.160000	0.032799
6.170000	0.032860
6.180000	0.032921
6.190000	0.032983
6.200000	0.033045
6.210000	0.033106
6.220000	0.033168
6.230000	0.033230
6.240000	0.033292
6.250000	0.033354
6.260000	0.033417
6.270000	0.033479
6.280000	0.033541
6.290000	0.033604
6.300000	0.033667
6.310000	0.033729
6.320000	0.033792
6.330000	0.033855
6.340000	0.033919
6.350000	0.033982
6.360000	0.034045
6.370000	0.034109
6.380000	0.034172
6.390000	0.034236
6.400000	0.034300
6.410000	0.034363
6.420000	0.034427
6.430000	0.034492
6.440000	0.034556
6.450000	0.034620
6.460000	0.034684
6.470000	0.034749
6.480000	0.034814
6.490000	0.034878
6.500000	0.034943
6.510000	0.035008
6.520000	0.035073
6.530000	0.035139
6.540000	0.035204
6.550000	0.035269
6.560000	0.035335
6.570000	0.035400
6.580000	0.035466
6.590000	0.035532
6.600000	0.035598
6.610000	0.035664
6.620000	0.035730
6.630000	0.035797
6.640000	0.035863
6.650000	0.035930
6.660000	0.035996
6.670000	0.036063
6.680000	0.036130
6.690000	0.036197
6.700000	0.036264
6.710000	0.036331
6.720000	0.036399
6.730000	0.036466
6.740000	0.036534
6.750000	0.036601
6.760000	0.036669
6.770000	0.036737
6.780000	0.036805
6.790000	0.036873
6.800000	0.036941
6.810000	0.037010
6.820000	0.037078
6.830000	0.037147
6.840000	0.037216
6.850000	0.037284
6.860000	0.037353
6.870000	0.037422
6.880000	0.037492
6.890000	0.037561
6.900000	0.037630
6.910000	0.037700
6.920000	0.037769
6.930000	0.037839
6.940000	0.037909
6.950000	0.037979
6.960000	0.038049
6.970000	0.038119
6.980000	0.038190
6.990000	0.038260
7.000000	0.038331
7.010000	0.038401
7.020000	0.038472
7.030000	0.038543
7.040000	0.038614
7.050000	0.038685
7.060000	0.038757
7.070000	0.038828
7.080000	0.038900
7.090000	0.038971
7.100000	0.039043
7.110000	0.039115
7.120000	0.039187
7.130000	0.039259
7.140000	0.039331
7.150000	0.039404
7.160000	0.039476
7.170000	0.039549
7.180000	0.039621
7.190000	0.039694
7.200000	0.039767
7.210000	0.039840
7.220000	0.039913
7.230000	0.039987
7.240000	0.040060
7.250000	0.040134
7.260000	0.040207
7.270000	0.040281
7.280000	0.040355
7.290000	0.040429
7.300000	0.040503
7.310000	0.040578
7.320000	0.040652
7.330000	0.040727
7.340000	0.040801
7.350000	0.040876
7.360000	0.040951
7.370000	0.041026
7.380000	0.041101
7.390000	0.041177
7.400000	0.041252
7.410000	0.041328
7.420000	0.041403
7.430000	0.041479
7.440000	0.041555
7.450000	0.041631
7.460000	0.041707
7.470000	0.041783
7.480000	0.041860
7.490000	0.041936
7.500000	0.042013
7.510000	0.042090
7.520000	0.042167
7.530000	0.042244
7.540000	0.042321
7.550000	0.042398
7.560000	0.042476
7.570000	0.042553
7.580000	0.042631
7.590000	0.042709
7.600000	0.042787
7.610000	0.042865
7.620000	0.042943
7.630000	0.043021
7.640000	0.043099
7.650000	0.043178
7.660000	0.043257
7.670000	0.043336
7.680000	0.043414
7.690000	0.043494
7.700000	0.043573
7.710000	0.043652
7.720000	0.043732
7.730000	0.043811
7.740000	0.043891
7.750000	0.043971
7.760000	0.044051
7.770000	0.044131
7.780000	0.044211
7.790000	0.044291
7.800000	0.044372
7.810000	0.044452
7.820000	0.044533
7.830000	0.044614
7.840000	0.044695
7.850000	0.044776
7.860000	0.044858
7.870000	0.044939
7.880000	0.045020
7.890000	0.045102
7.900000	0.045184
7.910000	0.045266
7.920000	0.045348
7.930000	0.045430
7.940000	0.045512
7.950000	0.045595
7.960000	0.045677
7.970000	0.045760
7.980000	0.045843
7.990000	0.045926
8.000000	0.046009
8.010000	0.046092
8.020000	0.046176
8.030000	0.046259
8.040000	0.046343
8.050000	0.046427
8.060000	0.046511
8.070000	0.046595
8.080000	0.046679
8.090000	0.046763
8.100000	0.046848
8.110000	0.046932
8.120000	0.047017
8.130000	0.047102
8.140000	0.047187
8.150000	0.047272
8.160000	0.047357
8.170000	0.047443
8.180000	0.047528
8.190000	0.047614
8.200000	0.047700
8.210000	0.047786
8.220000	0.047872
8.230000	0.047958
8.240000	0.048044
8.250000	0.048131
8.260000	0.048217
8.270000	0.048304
8.280000	0.048391
8.290000	0.048478
8.300000	0.048565
8.310000	0.048653
8.320000	0.048740
8.330000	0.048828
8.340000	0.048915
8.350000	0.049003
8.360000	0.049091
8.370000	0.049179
8.380000	0.049268
8.390000	0.049356
8.400000	0.049445
8.410000	0.049533
8.420000	0.049622
8.430000	0.049711
8.440000	0.049800
8.450000	0.049890
8.460000	0.049979
8.470000	0.050069
8.480000	0.050158
8.490000	0.050248
8.500000	0.050338
8.510000	0.050428
8.520000	0.050518
8.530000	0.050609
8.540000	0.050699
8.550000	0.050790
8.560000	0.050881
8.570000	0.050972
8.580000	0.051063
8.590000	0.051154
8.600000	0.051245
8.610000	0.051337
8.620000	0.051428
8.630000	0.051520
8.640000	0.051612
8.650000	0.051704
8.660000	0.051796
8.670000	0.051889
8.680000	0.051981
8.690000	0.052074
8.700000	0.052167
8.710000	0.052260
8.720000	0.052353
8.730000	0.052446
8.740000	0.052539
8.750000	0.052633
8.760000	0.052726
8.770000	0.052820
8.780000	0.052914
8.790000	0.053008
8.800000	0.053103
8.810000	0.053197
8.820000	0.053291
8.830000	0.053386
8.840000	0.053481
8.850000	0.053576
8.860000	0.053671
8.870000	0.053766
8.880000	0.053862
8.890000	0.053957
8.900000	0.054053
8.910000	0.054149
8.920000	0.054245
8.930000	0.054341
8.940000	0.054437
8.950000	0.054533
8.960000	0.054630
8.970000	0.054727
8.980000	0.054824
8.990000	0.054921
9.000000	0.055018
9.010000	0.055115
9.020000	0.055212
9.030000	0.055310
9.040000	0.055408
9.050000	0.055506
9.060000	0.055604
9.070000	0.055702
9.080000	0.055800
9.090000	0.055899
9.100000	0.055997
9.110000	0.056096
9.120000	0.056195
9.130000	0.056294
9.140000	0.056393
9.150000	0.056493
9.160000	0.056592
9.170000	0.056692
9.180000	0.056792
9.190000	0.056892
9.200000	0.056992
9.210000	0.057092
9.220000	0.057193
9.230000	0.057293
9.240000	0.057394
9.250000	0.057495
9.260000	0.057596
9.270000	0.057697
9.280000	0.057798
9.290000	0.057900
9.300000	0.058001
9.310000	0.058103
9.320000	0.058205
9.330000	0.058307
9.340000	0.058409
9.350000	0.058512
9.360000	0.058614
9.370000	0.058717
9.380000	0.058820
9.390000	0.058923
9.400000	0.059026
9.410000	0.059129
9.420000	0.059233
9.430000	0.059336
9.440000	0.059440
9.450000	0.059544
9.460000	0.059648
9.470000	0.059752
9.480000	0.059857
9.490000	0.059961
9.500000	0.060066
9.510000	0.060171
9.520000	0.060276
9.530000	0.060381
9.540000	0.060486
9.550000	0.060592
9.560000	0.060697
9.570000	0.060803
9.580000	0.060909
9.590000	0.061015
9.600000	0.061121
9.610000	0.061228
9.620000	0.061334
9.630000	0.061441
9.640000	0.061548
9.650000	0.061655
9.660000	0.061762
9.670000	0.061869
9.680000	0.061977
9.690000	0.062084
9.700000	0.062192
9.710000	0.062300
9.720000	0.062408
9.730000	0.062516
9.740000	0.062625
9.750000	0.062733
9.760000	0.062842
9.770000	0.062951
9.780000	0.063060
9.790000	0.063169
9.800000	0.063279
9.810000	0.063388
9.820000	0.063498
9.830000	0.063608
9.840000	0.063717
9.850000	0.063828
9.860000	0.063938
9.870000	0.064048
9.880000	0.064159
9.890000	0.064270
9.900000	0.064381
9.910000	0.064492
9.920000	0.064603
9.930000	0.064714
9.940000	0.064826
9.950000	0.064938
9.960000	0.065050
9.970000	0.065162
9.980000	0.065274
9.990000	0.065386
10.000000	0.065499
10.010000	0.065611
10.020000	0.065724
10.030000	0.065837
10.040000	0.065950
10.050000	0.066064
10.060000	0.066177
10.070000	0.066291
10.080000	0.066405
10.090000	0.066519
10.100000	0.066633
10.110000	0.066747
10.120000	0.066862
10.130000	0.066976
10.140000	0.067091
10.150000	0.067206
10.160000	0.067321
10.170000	0.067436
10.180000	0.067552
10.190000	0.067667
10.200000	0.067783
10.210000	0.067899
10.220000	0.068015
10.230000	0.068131
10.240000	0.068247
10.250000	0.068364
10.260000	0.068481
10.270000	0.068598
10.280000	0.068715
10.290000	0.068832
10.300000	0.068949
10.310000	0.069067
10.320000	0.069184
10.330000	0.069302
10.340000	0.069420
10.350000	0.069538
10.360000	0.069657
10.370000	0.069775
10.380000	0.069894
10.390000	0.070013
10.400000	0.070132
10.410000	0.070251
10.420000	0.070370
10.430000	0.070490
10.440000	0.070609
10.450000	0.070729
10.460000	0.070849
10.470000	0.070969
10.480000	0.071090
10.490000	0.071210
10.500000	0.071331
10.510000	0.071451
10.520000	0.071572
10.530000	0.071694
10.540000	0.071815
10.550000	0.071936
10.560000	0.072058
10.570000	0.072180
10.580000	0.072302
10.590000	0.072424
10.600000	0.072546
10.610000	0.072668
10.620000	0.072791
10.630000	0.072914
10.640000	0.073037
10.650000	0.073160
10.660000	0.073283
10.670000	0.073407
10.680000	0.073530
10.690000	0.073654
10.700000	0.073778
10.710000	0.073902
10.720000	0.074026
10.730000	0.074151
10.740000	0.074275
10.750000	0.074400
10.760000	0.074525
10.770000	0.074650
10.780000	0.074775
10.790000	0.074901
10.800000	0.075026
10.810000	0.075152
10.820000	0.075278
10.830000	0.075404
10.840000	0.075531
10.850000	0.075657
10.860000	0.075784
10.870000	0.075910
10.880000	0.076037
10.890000	0.076164
10.900000	0.076292
10.910000	0.076419
10.920000	0.076547
10.930000	0.076674
10.940000	0.076802
10.950000	0.076931
10.960000	0.077059
10.970000	0.077187
10.980000	0.077316
10.990000	0.077445
11.000000	0.077574
11.010000	0.077703
11.020000	0.077832
11.030000	0.077961
11.040000	0.078091
11.050000	0.078221
11.060000	0.078351
11.070000	0.078481
11.080000	0.078611
11.090000	0.078742
11.100000	0.078872
11.110000	0.079003
11.120000	0.079134
11.130000	0.079265
11.140000	0.079397
11.150000	0.079528
11.160000	0.079660
11.170000	0.079792
11.180000	0.079924
11.190000	0.080056
11.200000	0.080188
11.210000	0.080321
11.220000	0.080453
11.230000	0.080586
11.240000	0.080719
11.250000	0.080852
11.260000	0.080986
11.270000	0.081119
11.280000	0.081253
11.290000	0.081387
11.300000	0.081521
11.310000	0.081655
11.320000	0.081789
11.330000	0.081924
11.340000	0.082058
11.350000	0.082193
11.360000	0.082328
11.370000	0.082463
11.380000	0.082599
11.390000	0.082734
11.400000	0.082870
11.410000	0.083006
11.420000	0.083142
11.430000	0.083278
11.440000	0.083415
11.450000	0.083551
11.460000	0.083688
11.470000	0.083825
11.480000	0.083962
11.490000	0.084099
11.500000	0.084237
11.510000	0.084374
11.520000	0.084512
11.530000	0.084650
11.540000	0.084788
11.550000	0.084926
11.560000	0.085065
11.570000	0.085203
11.580000	0.085342
11.590000	0.085481
11.600000	0.085620
11.610000	0.085760
11.620000	0.085899
11.630000	0.086039
11.640000	0.086178
11.650000	0.086318
11.660000	0.086459
11.670000	0.086599
11.680000	0.086739
11.690000	0.086880
11.700000	0.087021
11.710000	0.087162
11.720000	0.087303
11.730000	0.087444
11.740000	0.087586
11.750000	0.087728
11.760000	0.087869
11.770000	0.088011
11.780000	0.088154
11.790000	0.088296
11.800000	0.088439
11.810000	0.088581
11.820000	0.088724
11.830000	0.088867
11.840000	0.089010
11.850000	0.089154
11.860000	0.089297
11.870000	0.089441
11.880000	0.089585
11.890000	0.089729
11.900000	0.089873
11.910000	0.090018
11.920000	0.090162
11.930000	0.090307
11.940000	0.090452
11.950000	0.090597
11.960000	0.090742
11.970000	0.090888
11.980000	0.091034
11.990000	0.091179
12.000000	0.091325
12.010000	0.091471
12.020000	0.091618
12.030000	0.091764
12.040000	0.091911
12.050000	0.092058
12.060000	0.092205
12.070000	0.092352
12.080000	0.092499
12.090000	0.092647
12.100000	0.092794
12.110000	0.092942
12.120000	0.093090
12.130000	0.093238
12.140000	0.093387
12.150000	0.093535
12.160000	0.093684
12.170000	0.093833
12.180000	0.093982
12.190000	0.094131
12.200000	0.094280
12.210000	0.094430
12.220000	0.094580
12.230000	0.094729
12.240000	0.094879
12.250000	0.095030
12.260000	0.095180
12.270000	0.095331
12.280000	0.095481
12.290000	0.095632
12.300000	0.095783
12.310000	0.095935
12.320000	0.096086
12.330000	0.096238
12.340000	0.096389
12.350000	0.096541
12.360000	0.096693
12.370000	0.096846
12.380000	0.096998
12.390000	0.097151
12.400000	0.097303
12.410000	0.097456
12.420000	0.097610
12.430000	0.097763
12.440000	0.097916
12.450000	0.098070
12.460000	0.098224
12.470000	0.098378
12.480000	0.098532
12.490000	0.098686
12.500000	0.098841
12.510000	0.098995
12.520000	0.099150
12.530000	0.099305
12.540000	0.099460
12.550000	0.099615
12.560000	0.099771
12.570000	0.099927
12.580000	0.100082
12.590000	0.100238
12.600000	0.100395
12.610000	0.100551
12.620000	0.100707
12.630000	0.100864
12.640000	0.101021
12.650000	0.101178
12.660000	0.101335
12.670000	0.101492
12.680000	0.101650
12.690000	0.101808
12.700000	0.101965
12.710000	0.102123
12.720000	0.102282
12.730000	0.102440
12.740000	0.102598
12.750000	0.102757
12.760000	0.102916
12.770000	0.103075
12.780000	0.103234
12.790000	0.103394
12.800000	0.103553
12.810000	0.103713
12.820000	0.103873
12.830000	0.104033
12.840000	0.104193
12.850000	0.104353
12.860000	0.104514
12.870000	0.104674
12.880000	0.104835
12.890000	0.104996
12.900000	0.105158
12.910000	0.105319
12.920000	0.105480
12.930000	0.105642
12.940000	0.105804
12.950000	0.105966
12.960000	0.106128
12.970000	0.106291
12.980000	0.106453
12.990000	0.106616
13.000000	0.106779
13.010000	0.106942
13.020000	0.107105
13.030000	0.107268
13.040000	0.107432
13.050000	0.107595
13.060000	0.107759
13.070000	0.107923
13.080000	0.108087
13.090000	0.108252
13.100000	0.108416
13.110000	0.108581
13.120000	0.108746
13.130000	0.108911
13.140000	0.109076
13.150000	0.109241
13.160000	0.109407
13.170000	0.109572
13.180000	0.109738
13.190000	0.109904
13.200000	0.110070
13.210000	0.110237
13.220000	0.110403
13.230000	0.110570
13.240000	0.110736
13.250000	0.110903
13.260000	0.111071
13.270000	0.111238
13.280000	0.111405
13.290000	0.111573
13.300000	0.111741
13.310000	0.111909
13.320000	0.112077
13.330000	0.112245
13.340000	0.112413
13.350000	0.112582
13.360000	0.112751
13.370000	0.112920
13.380000	0.113089
13.390000	0.113258
13.400000	0.113427
13.410000	0.113597
13.420000	0.113766
13.430000	0.113936
13.440000	0.114106
13.450000	0.114277
13.460000	0.114447
13.470000	0.114617
13.480000	0.114788
13.490000	0.114959
13.500000	0.115130
13.510000	0.115301
13.520000	0.115472
13.530000	0.115644
13.540000	0.115815
13.550000	0.115987
13.560000	0.116159
13.570000	0.116331
13.580000	0.116503
13.590000	0.116676
13.600000	0.116848
13.610000	0.117021
13.620000	0.117194
13.630000	0.117367
13.640000	0.117540
13.650000	0.117714
13.660000	0.117887
13.670000	0.118061
13.680000	0.118235
13.690000	0.118409
13.700000	0.118583
13.710000	0.118757
13.720000	0.118932
13.730000	0.119106
13.740000	0.119281
13.750000	0.119456
13.760000	0.119631
13.770000	0.119806
13.780000	0.119981
13.790000	0.120157
13.800000	0.120333
13.810000	0.120509
13.820000	0.120685
13.830000	0.120861
13.840000	0.121037
13.850000	0.121213
13.860000	0.121390
13.870000	0.121567
13.880000	0.121744
13.890000	0.121921
13.900000	0.122098
13.910000	0.122275
13.920000	0.122453
13.930000	0.122631
13.940000	0.122808
13.950000	0.122986
13.960000	0.123165
13.970000	0.123343
